#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-06-15T13:04:41 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-06-15T13:04:41	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/625/A14/table5&-source=J/A+A/625/A14/table5&-out=SourceId&-out=RA_ICRS&-out=DE_ICRS&-out=o_Gmag&-out=o_GBPmag&-out=o_GRPmag&-out=Per&-out=Gmag&-out=GBPmag&-out=GRPmag&-out=Plx&-out=e_Plx&-out=E(BP/RP)&-out=epsi&-out=Signiepsi&-out=RUWE&-out=Class&-out=New&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36250014
#Name: J/A+A/625/A14
#Title: Reclassification of Cepheids in the Gaia DR2 (Ripepi+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/625/a14	    IVOID of underlying data collection
#INFO	creator=Ripepi V.	    First author or institution
#INFO	cites=bibcode:2019A&A...625A..14R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/625/A14	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36250014	    Dataset identifier that can be used for citation
#INFO	publication_date=2020-02-21	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_625_A14_table5:
#Name: J/A+A/625/A14/table5
#Title: Reclassification of the Cepheids in Gaia DR2
#Column	SourceId	(I19)	Gaia DR2 source identification	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F9.5)	Right ascension (ICRS) at epoch 2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F9.5)	Declination (ICRS) at epoch 2015.5	[ucd=pos.eq.dec;meta.main]
#Column	o_Gmag	(I3)	Number of epochs in G	[ucd=meta.number]
#Column	o_GBPmag	(I3)	Number of epochs in GBP	[ucd=meta.number]
#Column	o_GRPmag	(I3)	Number of epochs in GRP	[ucd=meta.number]
#Column	Per	(F11.6)	Period	[ucd=time.period]
#Column	Gmag	(F6.3)	Intensity averaged magnitudes in G	[ucd=phot.mag;em.opt]
#Column	GBPmag	(F6.3)	Intensity averaged magnitudes in GBP	[ucd=phot.mag;em.opt.B]
#Column	GRPmag	(F6.3)	Intensity averaged magnitudes in GRP	[ucd=phot.mag;em.opt.R]
#Column	Plx	(F7.3)	Parallax	[ucd=pos.parallax]
#Column	e_Plx	(F6.3)	Error on parallax	[ucd=stat.error;pos.parallax]
#Column	E(BP/RP)	(F6.3)	Excess of flux in the BP and RP integrated photometry with respect to the G band	[ucd=phot.flux;arith.ratio]
#Column	epsi	(F6.3)	Excess noise of the source	[ucd=stat.fit.param]
#Column	Signiepsi	(F8.3)	Significance of epsi	[ucd=stat.fit.goodness]
#Column	RUWE	(F6.3)	Renormalised unit weight error	[ucd=phys.atmol.weight]
#Column	Class	(a13)	Variability classification from from present work	[ucd=meta.code;src.var]
#Column	New	(A1)	[N] Flag "N" to denote a cepheid not known in the literature	[ucd=meta.code]
SourceId;RA_ICRS;DE_ICRS;o_Gmag;o_GBPmag;o_GRPmag;Per;Gmag;GBPmag;GRPmag;Plx;e_Plx;E(BP/RP);epsi;Signiepsi;RUWE;Class;New
5325604110967001344;138.04013;-50.37601; 31; 30; 30;  13.210530;11.724;12.759;10.714;  0.454; 0.031; 1.400; 0.000;   0.000; 1.054;WVIR         ;
1854297811606226432;321.95010;+33.44379; 70; 62; 62;  13.220260;15.811;16.549;14.969;  0.448; 0.038; 1.305; 0.000;   0.000; 1.006;OTHER        ;
5293770397477896960;111.75947;-59.26431; 25; 22; 23;  13.235200;14.022;14.726;13.176;  0.925; 0.017; 1.304; 0.000;   0.000; 0.992;OTHER        ;
5311616398935271168;140.00627;-52.85618; 40; 40; 40;  13.239580;10.853;11.860; 9.895;  0.095; 0.026; 1.354; 0.000;   0.000; 1.112;DCEP_F       ;
5240318807960764416;164.80476;-64.81338; 31; 27; 25;  13.258360;14.841;15.639;13.963;  0.014; 0.024; 1.356; 0.000;   0.000; 1.000;WVIR         ;N
6397514457824964736;335.28370;-68.38977; 29; 27; 27;  13.276240;14.305;14.608;13.840;  0.003; 0.023; 1.205; 0.000;   0.000; 1.138;WVIR         ;N
5257064404407296896;146.82492;-60.38119; 41; 41; 37;  13.286440;16.634;17.508;15.741;  0.101; 0.061; 1.321; 0.203;   1.584; 1.065;OTHER        ;
4538286990147126016;282.38248;+27.52091; 34; 36; 35;  13.317210;15.391;16.111;14.549;  0.471; 0.029; 1.303; 0.000;   0.000; 0.986;OTHER        ;
1859869140107576192;311.89930;+31.73403; 41; 39; 39;  13.325990;14.667;15.275;13.920;  0.016; 0.026; 1.259; 0.000;   0.000; 1.071;WVIR         ;N
4228435679901025024;312.42897;+00.94407; 38; 37; 37;  13.362970;15.304;15.999;14.467;  0.422; 0.042; 1.316; 0.000;   0.000; 1.022;OTHER        ;
5296488527664669568;136.59231;-64.72736; 24; 22; 23;  13.384250;16.930;17.659;16.111;  0.236; 0.061; 1.305; 0.000;   0.000; 0.963;OTHER        ;
5316627285726082176;130.64793;-56.29163; 40; 41; 39;  13.428020;14.506;15.023;13.817; -0.006; 0.019; 1.240; 0.000;   0.000; 1.024;WVIR         ;
4313179507891570304;287.50172;+12.53654; 26; 23; 24;  13.439990;10.084;11.198; 9.075;  0.477; 0.050; 1.394; 0.000;   0.000; 1.003;DCEP_F       ;
5350852677538959104;162.75755;-58.59059; 27; 28; 27;  13.454930;10.906;11.915; 9.972;  0.203; 0.034; 1.352; 0.000;   0.000; 1.060;DCEP_F       ;
5600915775257809152;119.42569;-27.60189; 38; 31; 31;  13.459790;11.494;12.363;10.659;  0.060; 0.030; 1.347; 0.000;   0.000; 1.051;DCEP_F       ;
3285706404427137536;067.27156;+05.95710; 37; 34; 32;  13.464540;15.062;15.732;14.283;  0.458; 0.044; 1.326; 0.000;   0.000; 1.110;OTHER        ;
2031815578877743104;296.45211;+29.66118; 34; 27; 30;  13.510950;15.565;16.280;14.680;  0.565; 0.034; 1.331; 0.000;   0.000; 1.011;OTHER        ;
6904301907057503744;305.93990;-11.33261; 27; 24; 24; 219.491000;13.303;14.179;12.353; -0.049; 0.030; 1.359; 0.103;   2.663; 1.307;OTHER        ;
1979234493243190528;325.51559;+50.38318; 36; 30; 28;  13.551270;15.310;15.973;14.421;  0.221; 0.033; 1.356; 0.000;   0.000; 1.026;OTHER        ;
4136939132623615872;260.43921;-15.59353; 17; 14; 16;  13.554330;12.697;13.739;12.101;  0.108; 0.074; 1.310; 0.000;   0.000; 0.955;WVIR         ;N
5243891567884690688;148.20235;-69.01697; 29; 26; 27;  13.568590;15.428;15.885;14.755; -0.061; 0.032; 1.278; 0.000;   0.000; 1.082;WVIR         ;
4284921543605364224;277.67316;+05.77309; 21; 16; 19;  13.574640;14.366;15.274;13.393;  0.061; 0.025; 1.345; 0.000;   0.000; 1.034;WVIR         ;N
5614312705966204288;117.01604;-25.57777; 38; 35; 37;  13.598920; 9.503;10.142; 8.785;  0.123; 0.039; 1.218; 0.000;   0.000; 1.000;DCEP_F       ;
4368928561286582272;264.41842;-03.27237; 18; 15; 16;  13.610820;14.123;14.927;13.230;  0.044; 0.034; 1.298; 0.000;   0.000; 1.115;WVIR         ;
2061974358149624064;302.45294;+39.24582; 24; 25; 24;  13.629070;13.166;13.893;12.332;  0.843; 0.022; 1.301; 0.000;   0.000; 1.048;OTHER        ;
 459263743483634304;036.80736;+59.46060; 26; 26; 26;  13.638640; 9.139;10.111; 8.188;  0.365; 0.042; 1.333; 0.000;   0.000; 0.854;DCEP_F       ;
5596601154188852352;121.58947;-30.09687; 36; 33; 35;  13.670100; 9.488;10.230; 8.672;  0.151; 0.028; 1.256; 0.000;   0.000; 1.059;DCEP_F       ;
2070890023051322368;306.38289;+44.90431; 23; 22; 21;  13.674050;11.588;12.062;10.963;  0.356; 0.032; 1.256; 0.000;   0.000; 0.914;OTHER        ;
6030635804488868480;249.53582;-31.47765; 21; 20; 19;  13.686810;12.780;13.330;12.085;  0.002; 0.037; 1.234; 0.000;   0.000; 0.960;DCEP_F       ;
4162616744910354304;263.40963;-12.28636; 14; 13; 14;   2.591230;14.761;15.515;13.858;  0.126; 0.050; 1.283; 0.000;   0.000; 0.920;BLHER        ;
6457394032872723328;311.32110;-57.55134; 31; 28; 28;  13.692630;14.833;15.537;14.018;  0.491; 0.047; 1.284; 0.000;   0.000; 1.049;OTHER        ;
5917461187180276096;256.00741;-56.22746; 32; 28; 29;  13.692700;17.093;17.742;16.312;  0.188; 0.084; 1.273; 0.000;   0.000; 0.909;OTHER        ;
4267397694768545920;287.05729;+01.29863; 14; 13; 13;  13.754600; 6.609; 7.395; 5.848;  0.888; 0.054; 1.308; 0.000;   0.000; 0.927;DCEP_F       ;
5586922973654572416;116.29911;-36.97475; 29; 27; 25;  13.766700;12.169;12.953;11.270;  0.058; 0.025; 1.323; 0.000;   0.000; 1.001;DCEP_F       ;
4087335043492541696;286.51307;-18.42825; 18; 17; 16;  13.772310;12.494;13.060;11.807;  0.015; 0.035; 1.312; 0.000;   0.000; 1.098;DCEP_F       ;
5822821651526965632;241.16480;-65.01915; 46; 40; 42;  13.783590;16.396;17.117;15.543;  0.399; 0.052; 1.330; 0.000;   0.000; 0.917;OTHER        ;
3159572178541360768;106.37575;+10.53958; 18; 17; 17;  13.791150;11.979;12.711;11.208;  0.457; 0.036; 1.270; 0.000;   0.000; 1.108;OTHER        ;
5843995221816383104;202.01069;-70.53498; 32; 29; 28;  13.804900;16.476;17.300;15.590;  0.182; 0.054; 1.335; 0.000;   0.000; 0.986;OTHER        ;
4111218875639075712;260.22946;-23.43554; 21; 19; 17;  13.831370;13.634;14.487;12.713;  0.102; 0.030; 1.333; 0.000;   0.000; 0.793;WVIR         ;
 206577210999441536;074.41700;+46.09253; 24; 22; 23;  13.847650;11.026;12.007;10.073;  0.162; 0.061; 1.435; 0.136;   6.695; 1.415;DCEP_F       ;
2243309938950947200;304.41505;+62.75205; 47; 44; 45;  13.983670;14.125;14.634;13.606;  0.015; 0.017; 1.234; 0.000;   0.000; 1.218;DCEP_F       ;
6105670055675091840;221.07896;-37.95477; 15; 13; 14;  14.010530;12.360;13.373;11.383; -0.083; 0.098; 1.346; 0.000;   0.000; 1.084;---          ;
2957940098405233024;081.05287;-24.52838; 36; 34; 33;  14.016740;13.504;13.826;12.828;  0.006; 0.018; 1.327; 0.000;   0.000; 1.201;WVIR         ;
4043909415252379136;270.45390;-31.25502; 19; 16; 14;  14.052450;14.181;15.121;13.149;  0.072; 0.037; 1.370; 0.000;   0.000; 1.046;WVIR         ;
5847605601366390272;213.78880;-67.70393; 34; 28; 28;  14.077340;13.284;14.022;12.434;  0.084; 0.024; 1.306; 0.000;   0.000; 1.196;WVIR         ;N
5351331755370445056;161.23472;-56.28954; 32; 28; 28;  14.107120; 8.072; 8.991; 7.512;  0.406; 0.037; 1.273; 0.000;   0.000; 0.899;DCEP_F       ;
5238530486651141888;166.45641;-65.72683; 32; 31; 30;  14.114770;13.827;14.518;12.942;  0.067; 0.017; 1.253; 0.000;   0.000; 1.070;WVIR         ;N
4111915966009505664;255.66211;-26.23261; 24; 23; 24;  14.143220;13.042;13.662;12.343;  0.089; 0.030; 1.285; 0.000;   0.000; 0.977;WVIR         ;
5597327141100381568;119.74674;-29.30786; 34; 34; 34;  14.157350; 9.985;10.741; 9.171;  0.149; 0.028; 1.277; 0.000;   0.000; 1.063;DCEP_F       ;
6157795870424183552;187.89104;-35.49000; 22; 21; 21;  14.206560;11.710;12.051;11.049;  0.190; 0.049; 1.337; 0.000;   0.000; 1.314;WVIR         ;
4650130545572291712;088.04997;-74.24308; 30; 24; 28;  14.212310;16.839;17.416;16.175; -0.025; 0.057; 1.239; 0.158;   0.783; 1.008;WVIR         ;
5949988997408748288;262.95367;-48.29746; 26; 22; 23;  14.231380;16.944;17.842;16.029;  0.222; 0.084; 1.348; 0.114;   0.402; 1.010;OTHER        ;
4461405563720378240;251.79274;+13.63965; 64; 60; 59;  14.283330;14.675;15.290;13.916;  0.303; 0.032; 1.275; 0.000;   0.000; 1.087;OTHER        ;
4288482208940672384;294.23962;+03.25671; 48; 44; 45;  14.350650;13.558;14.262;12.726;  0.630; 0.022; 1.292; 0.000;   0.000; 0.976;OTHER        ;
2016626856473497344;352.30314;+63.37430; 32; 31; 31;  14.375140;10.776;11.942; 9.716;  0.243; 0.028; 1.396; 0.000;   0.000; 1.050;DCEP_F       ;
3830758267052086400;154.49686;-00.85008; 19; 17; 17;  14.390000;14.008;14.876;13.020; -0.061; 0.030; 1.393; 0.055;   0.574; 1.072;OTHER        ;
4089525717386434048;276.51149;-23.00393; 14; 12; 14;  14.419430;13.793;14.649;12.886;  0.123; 0.032; 1.330; 0.000;   0.000; 0.796;WVIR         ;
5896071081804972672;214.65216;-54.70078; 61; 57; 54;  14.466610;13.392;14.111;12.547;  0.121; 0.025; 1.304; 0.000;   0.000; 1.100;WVIR         ;
3635683287713853696;199.30949;-05.08285; 15; 14; 13;  14.468640;12.965;13.331;12.448;  0.091; 0.039; 1.256; 0.000;   0.000; 0.989;WVIR         ;
6026412893938675712;254.58229;-33.60913; 29; 23; 23;   6.061330; 6.671; 7.173; 5.950;  1.131; 0.055; 1.259; 0.000;   0.000; 0.914;DCEP_F       ;
4314665910161558016;292.75298;+10.68900; 30; 29; 29;  14.603920;14.752;15.574;13.847;  0.035; 0.031; 1.309; 0.000;   0.000; 0.950;WVIR         ;
4126279126871525120;253.69261;-21.57641; 38; 36; 36;  14.614770;14.123;14.761;13.318;  0.153; 0.035; 1.108; 0.000;   0.000; 0.927;WVIR         ;
4113644634448907648;256.73132;-23.55151; 16; 15; 13;  13.468010;11.882;12.431;11.215;  0.137; 0.069; 1.282; 0.000;   0.000; 1.050;WVIR         ;
  61259706956316800;051.01792;+21.22912; 32; 30; 31;  14.634010;16.172;16.729;15.353; -0.049; 0.063; 1.323; 0.000;   0.000; 0.974;WVIR         ;
2161786374436607616;315.02658;+42.59755; 29; 25; 26;  14.717970; 8.389; 9.714; 7.280;  0.781; 0.037; 1.540; 0.000;   0.000; 1.051;DCEP_F       ;
1944255076986187776;357.55938;+51.39965; 49; 46; 47;  14.732760;11.799;12.286;11.157;  0.108; 0.026; 1.404; 0.000;   0.000; 1.259;WVIR         ;
 508915489570374272;024.30841;+57.75922; 39; 35; 36;  14.792370; 8.807; 9.077; 8.009;  0.346; 0.039; 1.303; 0.000;   0.000; 0.927;DCEP_F       ;
5613618570524631680;112.21039;-25.64831; 43; 42; 41;  14.832380;15.035;16.144;13.980;  0.068; 0.031; 1.401; 0.150;   3.767; 1.071;WVIR         ;N
1408588611248562304;251.74301;+47.51581; 23; 17; 20;  14.833240;15.250;15.577;14.627;  0.070; 0.030; 1.331; 0.000;   0.000; 0.984;WVIR         ;
1808784833442397056;305.16950;+16.07330; 30; 27; 29;  14.898950;15.684;16.380;14.767;  0.402; 0.042; 1.385; 0.000;   0.000; 1.080;OTHER        ;
6026616058697966336;254.65831;-32.70346; 32; 29; 29;  14.926250;14.273;15.001;13.416;  0.052; 0.042; 1.314; 0.000;   0.000; 0.961;WVIR         ;
 677478456121200512;124.48307;+23.45394; 21; 22; 22;  14.940970;13.269;13.785;12.658; -0.015; 0.030; 1.242; 0.000;   0.000; 1.305;WVIR         ;
6003618265474918144;227.59919;-43.63821; 26; 26; 26;  14.946090;12.659;13.346;11.833;  1.114; 0.033; 1.284; 0.000;   0.000; 1.033;OTHER        ;
1511868830821191040;212.35630;+51.44825; 40; 36; 37;  14.962660;13.625;14.108;12.987;  0.173; 0.019; 1.240; 0.000;   0.000; 0.999;OTHER        ;
4062494254008169728;270.65491;-28.57732; 18; 13; 14;  14.994410;13.762;14.717;12.818;  0.109; 0.037; 1.296; 0.000;   0.000; 0.911;WVIR         ;
2034684200359279488;297.82201;+32.67553; 32; 30; 27;  15.003360;13.123;14.178;12.049;  0.027; 0.021; 1.404; 0.098;   3.109; 1.074;DCEP_F       ;
1824605019111851648;296.50290;+18.82534; 35; 30; 32;  15.015980;15.605;16.462;14.647; -0.009; 0.044; 1.379; 0.000;   0.000; 1.037;WVIR         ;N
2092081490462877824;284.55776;+33.75139; 31; 29; 29;  15.029440;12.012;12.648;11.253;  1.140; 0.023; 1.266; 0.000;   0.000; 0.904;OTHER        ;
5864955727424819200;203.49590;-64.05556; 43; 40; 39;  15.044360; 9.724;10.544; 8.879;  0.220; 0.031; 1.262; 0.000;   0.000; 1.109;DCEP_F       ;
2016581673416790656;350.61846;+62.75714; 32; 27; 27;  15.093430;10.122;11.345; 9.120;  0.271; 0.028; 1.399; 0.000;   0.000; 0.978;DCEP_F       ;
2071433765909167232;308.22621;+46.60125; 30; 26; 27;  15.119460; 8.817; 9.730; 7.911;  0.362; 0.026; 1.383; 0.000;   0.000; 0.994;DCEP_F       ;
5719887881173205504;123.06887;-18.23136; 48; 42; 44;  15.130810;15.968;16.696;15.137;  0.323; 0.047; 1.311; 0.000;   0.000; 0.973;OTHER        ;
5346996312292850944;166.99946;-55.00751; 33; 30; 30;  15.159820;14.011;14.965;13.052;  0.198; 0.023; 1.336; 0.059;   0.759; 1.110;OTHER        ;
 684721729487753600;135.73901;+20.66389; 20; 19; 19;  15.168500;14.451;14.810;13.895; -0.027; 0.040; 1.237; 0.000;   0.000; 1.006;OTHER        ;
4365039549995933824;257.59191;-04.06006; 20; 16; 17;  15.215590;11.862;12.696;10.969;  0.204; 0.041; 1.100; 0.000;   0.000; 1.002;WVIR         ;
6665341810878980736;300.19630;-53.97528; 30; 30; 30;  15.224730;12.424;12.979;11.743;  1.321; 0.036; 1.253; 0.000;   0.000; 1.194;OTHER        ;
3324153371114695680;095.35961;+06.47015; 15; 14; 14;  15.231220; 8.021; 8.653; 7.324;  0.274; 0.081; 1.217; 0.000;   0.000; 1.165;DCEP_F       ;
4114967140773219584;259.19974;-22.01765; 17; 17; 16;  15.243840;13.371;14.099;12.507;  0.080; 0.038; 1.355; 0.000;   0.000; 1.100;WVIR         ;
5965495757804852992;256.72461;-42.61104; 25; 21; 21;   6.130380; 8.641; 9.262; 7.886;  0.743; 0.053; 1.286; 0.000;   0.000; 1.056;---          ;
6162629942015500416;202.61749;-38.20832; 15; 16; 16;  15.305000;12.833;13.308;12.218;  0.081; 0.033; 1.261; 0.000;   0.000; 0.854;WVIR         ;
4510321530372682240;278.44823;+16.43253; 32; 29; 30;  15.372580;14.088;14.752;13.289;  0.042; 0.028; 1.284; 0.000;   0.000; 0.971;WVIR         ;
4253873740471155200;284.69098;-05.95133; 18; 15; 15;  15.374830;13.772;14.556;12.855;  0.101; 0.024; 1.322; 0.000;   0.000; 0.977;WVIR         ;
1425124986955687040;245.80570;+52.54535; 27; 26; 25;  15.386910;13.386;13.979;12.663;  0.773; 0.013; 1.258; 0.000;   0.000; 1.129;OTHER        ;
4109968284175880192;261.82364;-25.63993; 20; 16; 16;  15.388600;14.682;15.704;13.719;  0.059; 0.044; 1.460; 0.188;   3.946; 1.222;WVIR         ;
4606885623679043200;273.41526;+37.47747; 29; 26; 27;  15.403290;12.152;12.714;11.454;  0.522; 0.021; 1.251; 0.000;   0.000; 1.088;OTHER        ;
2905500849820723072;083.16977;-30.40496; 34; 31; 32;  15.442730;15.316;15.892;14.652;  0.289; 0.027; 1.254; 0.000;   0.000; 0.975;OTHER        ;
 419703349473530240;004.67835;+54.03924; 53; 51; 51;  15.469450;13.454;14.081;12.696;  0.117; 0.024; 1.281; 0.000;   0.000; 1.143;WVIR         ;
4118144527610250880;264.97233;-20.99301; 17; 16; 13;  15.471150;14.525;15.339;13.576;  0.067; 0.037; 1.346; 0.000;   0.000; 0.866;WVIR         ;
4317499248521095168;296.95436;+14.55200; 30; 27; 25;  15.484980; 9.577;10.651; 8.664;  0.348; 0.036; 1.286; 0.000;   0.000; 1.087;---          ;
3492182559135688960;178.25815;-23.21645; 32; 34; 31;  15.487650;12.346;12.979;11.865;  0.060; 0.045; 1.153; 0.000;   0.000; 1.009;WVIR         ;
1850441824321539456;323.22820;+30.40408; 24; 24; 22;  15.503230;14.901;15.727;14.027;  0.631; 0.032; 1.311; 0.000;   0.000; 1.014;OTHER        ;
1380969669432001408;246.31790;+40.89687; 27; 28; 26;  15.526830;13.412;13.846;12.832;  0.003; 0.016; 1.279; 0.000;   0.000; 1.104;WVIR         ;
4379075782292287104;251.81957;-01.96655; 41; 21; 19;  15.538100;11.890;12.429;11.172;  0.154; 0.036; 1.394; 0.000;   0.000; 1.195;WVIR         ;
4253894218876973440;284.38923;-05.79884; 15; 13; 14;  15.554680;12.000;12.790;11.172;  0.088; 0.047; 1.282; 0.000;   0.000; 0.916;---          ;
5537860123428416640;119.69307;-38.99433; 24; 25; 24;  15.558210;11.462;12.339;10.547;  0.139; 0.034; 1.418; 0.000;   0.000; 1.078;DCEP_F       ;
5957698772945957248;265.73640;-40.29880; 18; 16; 16;  15.580970;13.549;14.324;12.689;  0.090; 0.030; 1.326; 0.000;   0.000; 1.082;WVIR         ;
6028122119165853440;256.09008;-32.18578; 40; 35; 39;  15.671520;13.336;14.472;12.841; -0.292; 0.043; 1.320; 0.000;   0.000; 1.102;---          ;
5956996945289080448;268.57787;-41.71404; 18; 15; 16;  15.644600;13.658;14.233;12.965; -0.040; 0.030; 1.220; 0.000;   0.000; 1.385;WVIR         ;
5254660837647740672;155.46599;-61.14753; 30; 27; 28;  15.776710;13.179;13.795;12.394;  0.052; 0.019; 1.283; 0.000;   0.000; 1.262;WVIR         ;N
2072446725377780352;299.97652;+38.77827; 29; 22; 25;  15.792680;14.338;15.072;13.510;  0.056; 0.021; 1.282; 0.000;   0.000; 0.942;WVIR         ;
6147735858723666432;180.78713;-43.60275; 33; 33; 33;  15.819280;14.675;15.615;13.721; -0.084; 0.033; 1.328; 0.072;   1.057; 1.108;WVIR         ;N
4649243243989279488;074.00368;-74.92872; 24; 25; 25;  15.942980;16.711;17.173;16.056;  0.046; 0.070; 1.277; 0.000;   0.000; 1.054;WVIR         ;N
4125177446265160448;264.25618;-15.42002; 17; 17; 15;  15.964630;12.944;13.667;12.101;  0.119; 0.043; 1.305; 0.000;   0.000; 0.719;WVIR         ;
4122190249308740480;260.69025;-19.11567; 19; 19; 18;  16.022170;14.097;15.062;13.131;  0.084; 0.044; 1.380; 0.117;   2.026; 1.118;WVIR         ;
5809152454235466880;249.27789;-68.94636; 42; 37; 39;  16.028470;17.261;17.735;16.611;  0.112; 0.081; 1.306; 0.000;   0.000; 1.020;OTHER        ;
5929329693658141056;251.46219;-55.79564; 29; 27; 27;  16.053290;13.575;14.198;12.820;  0.075; 0.028; 1.291; 0.000;   0.000; 1.068;WVIR         ;
4757126843877524864;083.90204;-63.40616; 26; 22; 21;  16.056530;16.563;17.023;15.967;  0.067; 0.052; 1.243; 0.000;   0.000; 1.003;WVIR         ;N
4056478521009796224;268.61412;-29.85118; 16; 14; 15;  16.059970;13.759;14.629;12.774;  0.120; 0.041; 1.355; 0.000;   0.000; 0.906;WVIR         ;
5643564972301150208;126.54979;-30.28562; 36; 37; 37;  16.062830;10.549;11.112; 9.852;  0.263; 0.027; 1.261; 0.000;   0.000; 1.058;WVIR         ;
6704330080883057536;281.53600;-48.63307; 14; 14; 13;  16.094590;12.593;13.025;11.970;  0.040; 0.046; 1.224; 0.000;   0.000; 1.168;DCEP_F       ;
5977456245334552576;254.74002;-36.51034; 31; 30; 29;  16.103710;14.062;14.989;13.102;  0.105; 0.033; 1.353; 0.000;   0.000; 1.040;WVIR         ;N
5329885506170824832;132.18975;-46.08594; 31; 24; 26;  16.125350;12.868;13.768;11.859;  0.094; 0.025; 1.379; 0.000;   0.000; 0.994;OTHER        ;
6237260328843695104;238.60107;-23.29818; 36; 35; 36;  16.172070;15.504;16.038;14.760;  0.030; 0.059; 1.270; 0.000;   0.000; 1.031;OTHER        ;
4085983537561699584;282.04082;-20.12659; 19; 19; 18;  16.199480;12.926;13.546;12.162;  0.103; 0.037; 1.285; 0.000;   0.000; 0.883;WVIR         ;
5907674910890797056;223.04401;-45.90401; 24; 24; 24;  16.246850;12.667;13.195;11.979;  0.048; 0.035; 1.126; 0.000;   0.000; 1.018;WVIR         ;
 875406556463694336;117.97784;+27.56138; 29; 26; 27;  16.268900;18.130;18.449;17.537;  0.041; 0.196; 1.302; 0.388;   1.274; 1.031;WVIR         ;
5337707260130255360;166.97424;-60.35392; 36; 29; 32;  16.317470;13.546;14.315;12.687;  0.929; 0.018; 1.325; 0.000;   0.000; 1.013;OTHER        ;
4068437221832861952;265.78410;-23.44949; 15; 13; 13;  16.320860;13.877;14.854;12.913;  0.229; 0.079; 1.416; 0.177;   3.497; 1.232;WVIR         ;
2035402872974695936;297.53435;+34.16598; 34; 32; 32;  16.365070;12.881;13.597;12.070;  0.113; 0.020; 1.313; 0.000;   0.000; 1.098;---          ;
1870258975238302208;310.85080;+35.58778; 31; 32; 34;  16.390620; 6.072; 6.688; 5.359;  0.898; 0.027; 1.744; 0.000;   0.000; 0.961;DCEP_F       ;
6026305309220584576;253.41732;-33.34511; 33; 32; 32;  16.403690;12.991;13.588;12.252;  0.066; 0.036; 1.289; 0.000;   0.000; 1.031;DCEP_F       ;
 473043922712140928;058.59070;+58.65333; 40; 39; 40;  16.416690; 8.092; 8.941; 7.176;  1.500; 0.182; 1.471; 0.817; 222.963; 4.884;WVIR         ;
4467682847402219776;269.91242;+00.78581; 17; 15; 15;  16.423750;12.522;13.181;11.746;  0.126; 0.034; 1.260; 0.000;   0.000; 0.959;WVIR         ;
5885805109216152192;236.53317;-53.21254; 29; 27; 26;  16.474390;13.131;13.917;12.260;  1.138; 0.026; 1.299; 0.000;   0.000; 0.978;OTHER        ;
4638315266636230400;030.74872;-74.05691; 25; 24; 24;  16.480650;14.194;14.704;13.591; -0.031; 0.022; 1.233; 0.000;   0.000; 1.032;DCEP_F       ;
6730669637841731328;284.32368;-38.14170; 18; 17; 14;  16.494300;13.344;13.731;12.747;  0.058; 0.023; 1.228; 0.000;   0.000; 1.240;WVIR         ;
4069685128773266176;271.43459;-22.36584; 15; 13; 13;  16.531850;13.975;14.602;13.203;  0.825; 0.062; 1.288; 0.000;   0.000; 0.882;OTHER        ;
5957872294006202112;267.75233;-40.42300; 17; 17; 17;  16.549600;13.309;13.935;12.609;  0.126; 0.033; 1.275; 0.000;   0.000; 1.137;WVIR         ;
 411528549240420992;018.79249;+54.70331; 26; 24; 25;  16.578900;13.819;14.611;12.909;  0.816; 0.029; 1.317; 0.000;   0.000; 0.947;OTHER        ;
5714714713324195456;122.02263;-17.98226; 42; 42; 40;  16.631500;17.057;17.764;16.235;  0.166; 0.077; 1.296; 0.103;   0.377; 1.040;OTHER        ;
  47299585774090112;065.00748;+17.27939; 25; 23; 23;  16.639920;16.626;17.312;15.777; -0.036; 0.107; 1.385; 0.000;   0.000; 1.035;WVIR         ;
